Gene	Description	GeneSeurat	GeneDescription	Chromosome	PosStart	PosEnd	Strand	GeneDescription2
PBANKA_1419400	conserved Plasmodium protein, unknown function	PBANKA-1419400	PBANKA_1419400 - conserved Plasmodium protein, unknown function	PbANKA_14_v3	762360	769320	-	conserved Plasmodium protein, unknown function - PBANKA_1419400
PBANKA_1225800	peptidyl-prolyl cis-trans isomerase, putative	PBANKA-1225800	PBANKA_1225800 - peptidyl-prolyl cis-trans isomerase, putative	PbANKA_12_v3	976524	977156	-	peptidyl-prolyl cis-trans isomerase, putative - PBANKA_1225800
PBANKA_0008101	fam-a protein	PBANKA-0008101	PBANKA_0008101 - fam-a protein	PbANKA_00_v3_archived_contig_3	16627	18240	-	fam-a protein - PBANKA_0008101
PBANKA_1245861	28S ribosomal RNA	PBANKA-1245861	PBANKA_1245861 - 28S ribosomal RNA	PbANKA_12_v3	1737880	1741657	+	28S ribosomal RNA - PBANKA_1245861
PBANKA_1243800	apicoplast TIC22 protein, putative	PBANKA-1243800	PBANKA_1243800 - apicoplast TIC22 protein, putative	PbANKA_12_v3	1645293	1646335	+	apicoplast TIC22 protein, putative - PBANKA_1243800
PBANKA_1214100	tubulin binding cofactor c, putative	PBANKA-1214100	PBANKA_1214100 - tubulin binding cofactor c, putative	PbANKA_12_v3	537582	539538	-	tubulin binding cofactor c, putative - PBANKA_1214100
PBANKA_1100700	fam-a protein	PBANKA-1100700	PBANKA_1100700 - fam-a protein	PbANKA_11_v3	48002	49518	+	fam-a protein - PBANKA_1100700
PBANKA_1354500	60S ribosomal protein L18-2, putative	PBANKA-1354500	PBANKA_1354500 - 60S ribosomal protein L18-2, putative	PbANKA_13_v3	2060347	2061576	+	60S ribosomal protein L18-2, putative - PBANKA_1354500
PBANKA_0406400	zinc finger protein, putative	PBANKA-0406400	PBANKA_0406400 - zinc finger protein, putative	PbANKA_04_v3	234708	239279	+	zinc finger protein, putative - PBANKA_0406400
PBANKA_0106950	sorting assembly machinery 50 kDa subunit, putative	PBANKA-0106950	PBANKA_0106950 - sorting assembly machinery 50 kDa subunit, putative	PbANKA_01_v3	282506	283870	+	sorting assembly machinery 50 kDa subunit, putative - PBANKA_0106950
PBANKA_1332000	splicing factor U2AF large subunit, putative	PBANKA-1332000	PBANKA_1332000 - splicing factor U2AF large subunit, putative	PbANKA_13_v3	1300801	1302894	-	splicing factor U2AF large subunit, putative - PBANKA_1332000
PBANKA_1435800	conserved Plasmodium protein, unknown function	PBANKA-1435800	PBANKA_1435800 - conserved Plasmodium protein, unknown function	PbANKA_14_v3	1348126	1349627	+	conserved Plasmodium protein, unknown function - PBANKA_1435800
PBANKA_0802600	peptide chain release factor 2, putative	PBANKA-0802600	PBANKA_0802600 - peptide chain release factor 2, putative	PbANKA_08_v3	153387	154379	-	peptide chain release factor 2, putative - PBANKA_0802600
PBANKA_0611400	pantothenate kinase 2, putative	PBANKA-0611400	PBANKA_0611400 - pantothenate kinase 2, putative	PbANKA_06_v3	501728	503791	-	pantothenate kinase 2, putative - PBANKA_0611400
PBANKA_0836921	PIR protein	PBANKA-0836921	PBANKA_0836921 - PIR protein	PbANKA_08_v3	1362680	1363858	+	PIR protein - PBANKA_0836921
PBANKA_0213100	signal recognition particle subunit SRP9, putative	PBANKA-0213100	PBANKA_0213100 - signal recognition particle subunit SRP9, putative	PbANKA_02_v3	485406	486660	+	signal recognition particle subunit SRP9, putative - PBANKA_0213100
PBANKA_0919500	GPI-anchor transamidase, putative	PBANKA-0919500	PBANKA_0919500 - GPI-anchor transamidase, putative	PbANKA_09_v3	724399	725787	-	GPI-anchor transamidase, putative - PBANKA_0919500
PBANKA_1019200	conserved Plasmodium protein, unknown function	PBANKA-1019200	PBANKA_1019200 - conserved Plasmodium protein, unknown function	PbANKA_10_v3	799573	801655	+	conserved Plasmodium protein, unknown function - PBANKA_1019200
PBANKA_0407800	SECIS-binding protein 2, putative	PBANKA-0407800	PBANKA_0407800 - SECIS-binding protein 2, putative	PbANKA_04_v3	283275	284855	-	SECIS-binding protein 2, putative - PBANKA_0407800
PBANKA_0417000	signal peptidase complex subunit 3, putative	PBANKA-0417000	PBANKA_0417000 - signal peptidase complex subunit 3, putative	PbANKA_04_v3	635115	635672	+	signal peptidase complex subunit 3, putative - PBANKA_0417000
PBANKA_1329400	conserved protein, unknown function	PBANKA-1329400	PBANKA_1329400 - conserved protein, unknown function	PbANKA_13_v3	1186999	1189302	-	conserved protein, unknown function - PBANKA_1329400
PBANKA_1464900	rhoptry neck protein 3, putative	PBANKA-1464900	PBANKA_1464900 - rhoptry neck protein 3, putative	PbANKA_14_v3	2440321	2448235	-	rhoptry neck protein 3, putative - PBANKA_1464900
PBANKA_1028700	26S proteasome regulatory subunit RPN13, putative	PBANKA-1028700	PBANKA_1028700 - 26S proteasome regulatory subunit RPN13, putative	PbANKA_10_v3	1171587	1173903	+	26S proteasome regulatory subunit RPN13, putative - PBANKA_1028700
PBANKA_1335400	histone deacetylase, putative	PBANKA-1335400	PBANKA_1335400 - histone deacetylase, putative	PbANKA_13_v3	1410051	1415243	+	histone deacetylase, putative - PBANKA_1335400
PBANKA_0716600	acylated pleckstrin-homology domain-containing protein, putative	PBANKA-0716600	PBANKA_0716600 - acylated pleckstrin-homology domain-containing protein, putative	PbANKA_07_v3	611932	612807	-	acylated pleckstrin-homology domain-containing protein, putative - PBANKA_0716600
PBANKA_1346100	conserved Plasmodium protein, unknown function	PBANKA-1346100	PBANKA_1346100 - conserved Plasmodium protein, unknown function	PbANKA_13_v3	1809475	1810341	+	conserved Plasmodium protein, unknown function - PBANKA_1346100
PBANKA_0831000	merozoite surface protein 1	PBANKA-0831000	PBANKA_0831000 - merozoite surface protein 1	PbANKA_08_v3	1170535	1175910	+	merozoite surface protein 1 - PBANKA_0831000
PBANKA_0204300	fatty acid elongation protein, GNS1/SUR4 family, putative, pseudogene	PBANKA-0204300	PBANKA_0204300 - fatty acid elongation protein, GNS1/SUR4 family, putative, pseudogene	PbANKA_02_v3	149116	150241	+	fatty acid elongation protein, GNS1/SUR4 family, putative, pseudogene - PBANKA_0204300
PBANKA_1403500	MCL1 domain-containing protein, putative	PBANKA-1403500	PBANKA_1403500 - MCL1 domain-containing protein, putative	PbANKA_14_v3	204560	208393	+	MCL1 domain-containing protein, putative - PBANKA_1403500
PBANKA_0214550	Plasmodium exported protein, unknown function, pseudogene	PBANKA-0214550	PBANKA_0214550 - Plasmodium exported protein, unknown function, pseudogene	PbANKA_02_v3	552819	553702	+	Plasmodium exported protein, unknown function, pseudogene - PBANKA_0214550
PBANKA_0410000	conserved protein, unknown function	PBANKA-0410000	PBANKA_0410000 - conserved protein, unknown function	PbANKA_04_v3	369245	370138	+	conserved protein, unknown function - PBANKA_0410000
PBANKA_1237600	zinc finger protein, putative	PBANKA-1237600	PBANKA_1237600 - zinc finger protein, putative	PbANKA_12_v3	1445134	1450068	+	zinc finger protein, putative - PBANKA_1237600
PBANKA_1137200	protein transport protein Sec24A, putative	PBANKA-1137200	PBANKA_1137200 - protein transport protein Sec24A, putative	PbANKA_11_v3	1405856	1409543	+	protein transport protein Sec24A, putative - PBANKA_1137200
PBANKA_0418300	protein RER1, putative	PBANKA-0418300	PBANKA_0418300 - protein RER1, putative	PbANKA_04_v3	705421	706158	+	protein RER1, putative - PBANKA_0418300
PBANKA_0710000	conserved Plasmodium protein, unknown function	PBANKA-0710000	PBANKA_0710000 - conserved Plasmodium protein, unknown function	PbANKA_07_v3	385893	388037	+	conserved Plasmodium protein, unknown function - PBANKA_0710000
PBANKA_1100750	fam-a protein	PBANKA-1100750	PBANKA_1100750 - fam-a protein	PbANKA_11_v3	50968	52515	+	fam-a protein - PBANKA_1100750
PBANKA_1301300	trailer hitch homolog	PBANKA-1301300	PBANKA_1301300 - trailer hitch homolog	PbANKA_13_v3	88173	89186	-	trailer hitch homolog - PBANKA_1301300
PBANKA_1352621	tRNA Methionine	PBANKA-1352621	PBANKA_1352621 - tRNA Methionine	PbANKA_13_v3	2003811	2003882	+	tRNA Methionine - PBANKA_1352621
PBANKA_0942300	radial spoke head protein, putative	PBANKA-0942300	PBANKA_0942300 - radial spoke head protein, putative	PbANKA_09_v3	1527974	1529683	-	radial spoke head protein, putative - PBANKA_0942300
PBANKA_0713700	tRNA modification GTPase, putative	PBANKA-0713700	PBANKA_0713700 - tRNA modification GTPase, putative	PbANKA_07_v3	526187	528394	-	tRNA modification GTPase, putative - PBANKA_0713700
PBANKA_1030300	nuclear transport factor 2, putative	PBANKA-1030300	PBANKA_1030300 - nuclear transport factor 2, putative	PbANKA_10_v3	1227809	1228551	+	nuclear transport factor 2, putative - PBANKA_1030300
PBANKA_0209100	thrombospondin-related sporozoite protein	PBANKA-0209100	PBANKA_0209100 - thrombospondin-related sporozoite protein	PbANKA_02_v3	319172	319980	-	thrombospondin-related sporozoite protein - PBANKA_0209100
PBANKA_0206300	centrin-1, putative	PBANKA-0206300	PBANKA_0206300 - centrin-1, putative	PbANKA_02_v3	217848	219296	-	centrin-1, putative - PBANKA_0206300
PBANKA_0008501	PIR protein, pseudogene	PBANKA-0008501	PBANKA_0008501 - PIR protein, pseudogene	PbANKA_00_v3_archived_contig_4	4997	5774	+	PIR protein, pseudogene - PBANKA_0008501
PBANKA_1404200	conserved Plasmodium protein, unknown function	PBANKA-1404200	PBANKA_1404200 - conserved Plasmodium protein, unknown function	PbANKA_14_v3	232983	233594	+	conserved Plasmodium protein, unknown function - PBANKA_1404200
PBANKA_1102200	merozoite surface protein 8	PBANKA-1102200	PBANKA_1102200 - merozoite surface protein 8	PbANKA_11_v3	111532	112761	-	merozoite surface protein 8 - PBANKA_1102200
PBANKA_1200400	PIR protein	PBANKA-1200400	PBANKA_1200400 - PIR protein	PbANKA_12_v3	40377	41601	-	PIR protein - PBANKA_1200400
PBANKA_1303500	cytochrome c oxidase subunit ApiCOX26, putative	PBANKA-1303500	PBANKA_1303500 - cytochrome c oxidase subunit ApiCOX26, putative	PbANKA_13_v3	203118	203660	-	cytochrome c oxidase subunit ApiCOX26, putative - PBANKA_1303500
PBANKA_1203300	methionine--tRNA ligase, putative	PBANKA-1203300	PBANKA_1203300 - methionine--tRNA ligase, putative	PbANKA_12_v3	157971	160082	-	methionine--tRNA ligase, putative - PBANKA_1203300
PBANKA_1016900	conserved Plasmodium protein, unknown function	PBANKA-1016900	PBANKA_1016900 - conserved Plasmodium protein, unknown function	PbANKA_10_v3	720929	721120	+	conserved Plasmodium protein, unknown function - PBANKA_1016900
PBANKA_0937600	conserved Plasmodium protein, unknown function	PBANKA-0937600	PBANKA_0937600 - conserved Plasmodium protein, unknown function	PbANKA_09_v3	1353517	1354085	-	conserved Plasmodium protein, unknown function - PBANKA_0937600
PBANKA_0111400	conserved Plasmodium protein, unknown function	PBANKA-0111400	PBANKA_0111400 - conserved Plasmodium protein, unknown function	PbANKA_01_v3	442214	442980	+	conserved Plasmodium protein, unknown function - PBANKA_0111400
PBANKA_1100031	PIR protein, pseudogene	PBANKA-1100031	PBANKA_1100031 - PIR protein, pseudogene	PbANKA_11_v3	6559	7345	-	PIR protein, pseudogene - PBANKA_1100031
PBANKA_1024400	calmodulin, putative	PBANKA-1024400	PBANKA_1024400 - calmodulin, putative	PbANKA_10_v3	979705	980115	-	calmodulin, putative - PBANKA_1024400
PBANKA_1442100	conserved Plasmodium protein, unknown function	PBANKA-1442100	PBANKA_1442100 - conserved Plasmodium protein, unknown function	PbANKA_14_v3	1589683	1593174	+	conserved Plasmodium protein, unknown function - PBANKA_1442100
PBANKA_0719400	LETM1-like protein, putative	PBANKA-0719400	PBANKA_0719400 - LETM1-like protein, putative	PbANKA_07_v3	689231	691585	-	LETM1-like protein, putative - PBANKA_0719400
PBANKA_0216741	lysophospholipase, putative, pseudogene	PBANKA-0216741	PBANKA_0216741 - lysophospholipase, putative, pseudogene	PbANKA_02_v3	608692	610004	+	lysophospholipase, putative, pseudogene - PBANKA_0216741
PBANKA_0202800	adenylate kinase-like protein 1, putative	PBANKA-0202800	PBANKA_0202800 - adenylate kinase-like protein 1, putative	PbANKA_02_v3	110329	110934	+	adenylate kinase-like protein 1, putative - PBANKA_0202800
PBANKA_1432800	multiple RNA-binding domain-containing protein 1, putative	PBANKA-1432800	PBANKA_1432800 - multiple RNA-binding domain-containing protein 1, putative	PbANKA_14_v3	1229908	1232901	+	multiple RNA-binding domain-containing protein 1, putative - PBANKA_1432800
PBANKA_1239400	50S ribosomal protein L12, apicoplast, putative	PBANKA-1239400	PBANKA_1239400 - 50S ribosomal protein L12, apicoplast, putative	PbANKA_12_v3	1508695	1509399	+	50S ribosomal protein L12, apicoplast, putative - PBANKA_1239400
PBANKA_0940700	conserved Plasmodium protein, unknown function	PBANKA-0940700	PBANKA_0940700 - conserved Plasmodium protein, unknown function	PbANKA_09_v3	1476673	1479180	-	conserved Plasmodium protein, unknown function - PBANKA_0940700
PBANKA_1018900	conserved Plasmodium protein, unknown function	PBANKA-1018900	PBANKA_1018900 - conserved Plasmodium protein, unknown function	PbANKA_10_v3	792065	793504	-	conserved Plasmodium protein, unknown function - PBANKA_1018900
PBANKA_0312800	conserved Plasmodium protein, unknown function	PBANKA-0312800	PBANKA_0312800 - conserved Plasmodium protein, unknown function	PbANKA_03_v3	445101	448585	-	conserved Plasmodium protein, unknown function - PBANKA_0312800
PBANKA_1452500	conserved Plasmodium protein, unknown function	PBANKA-1452500	PBANKA_1452500 - conserved Plasmodium protein, unknown function	PbANKA_14_v3	2021744	2023912	+	conserved Plasmodium protein, unknown function - PBANKA_1452500
PBANKA_1217000	peptidase, putative	PBANKA-1217000	PBANKA_1217000 - peptidase, putative	PbANKA_12_v3	650845	653460	+	peptidase, putative - PBANKA_1217000
PBANKA_1451800	conserved Plasmodium protein, unknown function	PBANKA-1451800	PBANKA_1451800 - conserved Plasmodium protein, unknown function	PbANKA_14_v3	1996862	2001532	+	conserved Plasmodium protein, unknown function - PBANKA_1451800
PBANKA_0800300	conserved Plasmodium protein, unknown function	PBANKA-0800300	PBANKA_0800300 - conserved Plasmodium protein, unknown function	PbANKA_08_v3	22571	24247	+	conserved Plasmodium protein, unknown function - PBANKA_0800300
PBANKA_1011300	signal peptidase complex subunit SPC1, putative	PBANKA-1011300	PBANKA_1011300 - signal peptidase complex subunit SPC1, putative	PbANKA_10_v3	518681	519292	-	signal peptidase complex subunit SPC1, putative - PBANKA_1011300
PBANKA_1206200	histone deacetylase 2, putative	PBANKA-1206200	PBANKA_1206200 - histone deacetylase 2, putative	PbANKA_12_v3	245379	251363	+	histone deacetylase 2, putative - PBANKA_1206200
PBANKA_0715400	ATP synthase-associated protein, putative	PBANKA-0715400	PBANKA_0715400 - ATP synthase-associated protein, putative	PbANKA_07_v3	572719	573304	+	ATP synthase-associated protein, putative - PBANKA_0715400
PBANKA_0944061	PIR protein	PBANKA-0944061	PBANKA_0944061 - PIR protein	PbANKA_09_v3	1621446	1622514	+	PIR protein - PBANKA_0944061
PBANKA_0800100	PIR protein	PBANKA-0800100	PBANKA_0800100 - PIR protein	PbANKA_08_v3	14900	16023	-	PIR protein - PBANKA_0800100
PBANKA_1246300	PIR protein	PBANKA-1246300	PBANKA_1246300 - PIR protein	PbANKA_12_v3	1771281	1772406	+	PIR protein - PBANKA_1246300
PBANKA_0820900	long chain fatty acid elongation enzyme, putative	PBANKA-0820900	PBANKA_0820900 - long chain fatty acid elongation enzyme, putative	PbANKA_08_v3	831936	833567	+	long chain fatty acid elongation enzyme, putative - PBANKA_0820900
PBANKA_0621600	conserved Plasmodium protein, unknown function	PBANKA-0621600	PBANKA_0621600 - conserved Plasmodium protein, unknown function	PbANKA_06_v3	861848	864078	-	conserved Plasmodium protein, unknown function - PBANKA_0621600
PBANKA_0836700	fam-a protein	PBANKA-0836700	PBANKA_0836700 - fam-a protein	PbANKA_08_v3	1346346	1348261	-	fam-a protein - PBANKA_0836700
PBANKA_0916100	nucleic acid binding protein, putative	PBANKA-0916100	PBANKA_0916100 - nucleic acid binding protein, putative	PbANKA_09_v3	607834	608655	-	nucleic acid binding protein, putative - PBANKA_0916100
PBANKA_1240300	WD repeat-containing protein, putative	PBANKA-1240300	PBANKA_1240300 - WD repeat-containing protein, putative	PbANKA_12_v3	1545320	1549555	-	WD repeat-containing protein, putative - PBANKA_1240300
PBANKA_0410600	60S ribosomal protein L26, putative	PBANKA-0410600	PBANKA_0410600 - 60S ribosomal protein L26, putative	PbANKA_04_v3	388544	389322	+	60S ribosomal protein L26, putative - PBANKA_0410600
PBANKA_1339400	micro-fibrillar-associated protein, putative	PBANKA-1339400	PBANKA_1339400 - micro-fibrillar-associated protein, putative	PbANKA_13_v3	1540154	1541720	-	micro-fibrillar-associated protein, putative - PBANKA_1339400
PBANKA_MIT03300	unspecified product	PBANKA-MIT03300	PBANKA_MIT03300 - unspecified product	PbANKA_MIT_v3	5508	5548	-	unspecified product - PBANKA_MIT03300
PBANKA_0711100	conserved Plasmodium protein, unknown function	PBANKA-0711100	PBANKA_0711100 - conserved Plasmodium protein, unknown function	PbANKA_07_v3	428323	429912	+	conserved Plasmodium protein, unknown function - PBANKA_0711100
PBANKA_1038900	condensin complex subunit 1, putative	PBANKA-1038900	PBANKA_1038900 - condensin complex subunit 1, putative	PbANKA_10_v3	1554996	1560380	+	condensin complex subunit 1, putative - PBANKA_1038900
PBANKA_API00170	DNA-directed RNA polymerase subunit beta'', putative	PBANKA-API00170	PBANKA_API00170 - DNA-directed RNA polymerase subunit beta'', putative	PbANKA_API_v3	17025	19943	+	DNA-directed RNA polymerase subunit beta'', putative - PBANKA_API00170
PBANKA_1436600	inner membrane complex protein 1h	PBANKA-1436600	PBANKA_1436600 - inner membrane complex protein 1h	PbANKA_14_v3	1380796	1382334	+	inner membrane complex protein 1h - PBANKA_1436600
PBANKA_1452200	periodic tryptophan protein 1, putative	PBANKA-1452200	PBANKA_1452200 - periodic tryptophan protein 1, putative	PbANKA_14_v3	2013949	2015855	+	periodic tryptophan protein 1, putative - PBANKA_1452200
PBANKA_API00021	tRNA Arginine	PBANKA-API00021	PBANKA_API00021 - tRNA Arginine	PbANKA_API_v3	2936	3007	-	tRNA Arginine - PBANKA_API00021
PBANKA_1100860	fam-c protein	PBANKA-1100860	PBANKA_1100860 - fam-c protein	PbANKA_11_v3	62616	63036	-	fam-c protein - PBANKA_1100860
PBANKA_MIT03400	unspecified product	PBANKA-MIT03400	PBANKA_MIT03400 - unspecified product	PbANKA_MIT_v3	5547	5576	-	unspecified product - PBANKA_MIT03400
PBANKA_1424300	conserved protein, unknown function	PBANKA-1424300	PBANKA_1424300 - conserved protein, unknown function	PbANKA_14_v3	934017	935308	-	conserved protein, unknown function - PBANKA_1424300
PBANKA_1000011	reticulocyte binding protein, putative	PBANKA-1000011	PBANKA_1000011 - reticulocyte binding protein, putative	PbANKA_10_v3	1847	10268	+	reticulocyte binding protein, putative - PBANKA_1000011
PBANKA_1427000	protein phosphatase PPM7	PBANKA-1427000	PBANKA_1427000 - protein phosphatase PPM7	PbANKA_14_v3	1042035	1044315	+	protein phosphatase PPM7 - PBANKA_1427000
PBANKA_1328200	conserved Plasmodium protein, unknown function	PBANKA-1328200	PBANKA_1328200 - conserved Plasmodium protein, unknown function	PbANKA_13_v3	1129706	1130722	+	conserved Plasmodium protein, unknown function - PBANKA_1328200
PBANKA_1449400	splicing factor 3B subunit 3, putative	PBANKA-1449400	PBANKA_1449400 - splicing factor 3B subunit 3, putative	PbANKA_14_v3	1912189	1916521	+	splicing factor 3B subunit 3, putative - PBANKA_1449400
PBANKA_0503300	conserved Plasmodium protein, unknown function	PBANKA-0503300	PBANKA_0503300 - conserved Plasmodium protein, unknown function	PbANKA_05_v3	126963	131369	-	conserved Plasmodium protein, unknown function - PBANKA_0503300
PBANKA_0416500	copper-transporting ATPase	PBANKA-0416500	PBANKA_0416500 - copper-transporting ATPase	PbANKA_04_v3	614163	620292	+	copper-transporting ATPase - PBANKA_0416500
PBANKA_1449800	inorganic pyrophosphatase, putative	PBANKA-1449800	PBANKA_1449800 - inorganic pyrophosphatase, putative	PbANKA_14_v3	1923416	1926511	-	inorganic pyrophosphatase, putative - PBANKA_1449800
PBANKA_1125400	conserved Plasmodium protein, unknown function	PBANKA-1125400	PBANKA_1125400 - conserved Plasmodium protein, unknown function	PbANKA_11_v3	935763	936200	-	conserved Plasmodium protein, unknown function - PBANKA_1125400
PBANKA_1132700	phosphatase 2A regulatory subunit-related protein, putative	PBANKA-1132700	PBANKA_1132700 - phosphatase 2A regulatory subunit-related protein, putative	PbANKA_11_v3	1225977	1228931	+	phosphatase 2A regulatory subunit-related protein, putative - PBANKA_1132700
PBANKA_1333100	protein MGET, putative	PBANKA-1333100	PBANKA_1333100 - protein MGET, putative	PbANKA_13_v3	1339257	1340787	+	protein MGET, putative - PBANKA_1333100
PBANKA_API00190	hypothetical chloroplast reading frame 93, putative	PBANKA-API00190	PBANKA_API00190 - hypothetical chloroplast reading frame 93, putative	PbANKA_API_v3	20624	20932	-	hypothetical chloroplast reading frame 93, putative - PBANKA_API00190
PBANKA_1335800	protein disulfide-isomerase, putative	PBANKA-1335800	PBANKA_1335800 - protein disulfide-isomerase, putative	PbANKA_13_v3	1424286	1426517	-	protein disulfide-isomerase, putative - PBANKA_1335800
PBANKA_1111000	RNA pseudouridylate synthase, putative	PBANKA-1111000	PBANKA_1111000 - RNA pseudouridylate synthase, putative	PbANKA_11_v3	433422	462422	+	RNA pseudouridylate synthase, putative - PBANKA_1111000
PBANKA_1300041	fam-b protein	PBANKA-1300041	PBANKA_1300041 - fam-b protein	PbANKA_13_v3	12580	13493	-	fam-b protein - PBANKA_1300041
PBANKA_1121200	vacuolar transporter chaperone, putative	PBANKA-1121200	PBANKA_1121200 - vacuolar transporter chaperone, putative	PbANKA_11_v3	788897	791746	+	vacuolar transporter chaperone, putative - PBANKA_1121200
PBANKA_1112100	conserved Plasmodium protein, unknown function	PBANKA-1112100	PBANKA_1112100 - conserved Plasmodium protein, unknown function	PbANKA_11_v3	482244	485287	+	conserved Plasmodium protein, unknown function - PBANKA_1112100
PBANKA_1000200	fam-a protein	PBANKA-1000200	PBANKA_1000200 - fam-a protein	PbANKA_10_v3	50540	52159	+	fam-a protein - PBANKA_1000200
PBANKA_1315000	E3 SUMO-protein ligase NSE2, putative	PBANKA-1315000	PBANKA_1315000 - E3 SUMO-protein ligase NSE2, putative	PbANKA_13_v3	636659	638856	+	E3 SUMO-protein ligase NSE2, putative - PBANKA_1315000
PBANKA_0210000	vacuolar protein sorting-associated protein 51, putative	PBANKA-0210000	PBANKA_0210000 - vacuolar protein sorting-associated protein 51, putative	PbANKA_02_v3	352921	356811	+	vacuolar protein sorting-associated protein 51, putative - PBANKA_0210000
PBANKA_1214500	conserved Plasmodium protein, unknown function	PBANKA-1214500	PBANKA_1214500 - conserved Plasmodium protein, unknown function	PbANKA_12_v3	550042	550773	-	conserved Plasmodium protein, unknown function - PBANKA_1214500
PBANKA_1358300	conserved Plasmodium protein, unknown function	PBANKA-1358300	PBANKA_1358300 - conserved Plasmodium protein, unknown function	PbANKA_13_v3	2219890	2224638	-	conserved Plasmodium protein, unknown function - PBANKA_1358300
PBANKA_0937500	conserved Plasmodium protein, unknown function	PBANKA-0937500	PBANKA_0937500 - conserved Plasmodium protein, unknown function	PbANKA_09_v3	1349945	1352020	-	conserved Plasmodium protein, unknown function - PBANKA_0937500
PBANKA_0110400	eukaryotic translation initiation factor 3 subunit L, putative	PBANKA-0110400	PBANKA_0110400 - eukaryotic translation initiation factor 3 subunit L, putative	PbANKA_01_v3	414620	416326	-	eukaryotic translation initiation factor 3 subunit L, putative - PBANKA_0110400
PBANKA_0600051	PIR protein	PBANKA-0600051	PBANKA_0600051 - PIR protein	PbANKA_06_v3	18416	19611	-	PIR protein - PBANKA_0600051
PBANKA_0600071	conserved rodent malaria protein, unknown function	PBANKA-0600071	PBANKA_0600071 - conserved rodent malaria protein, unknown function	PbANKA_06_v3	30467	35792	+	conserved rodent malaria protein, unknown function - PBANKA_0600071
PBANKA_1354100	ras-related protein Rab-11B, putative	PBANKA-1354100	PBANKA_1354100 - ras-related protein Rab-11B, putative	PbANKA_13_v3	2046599	2047902	-	ras-related protein Rab-11B, putative - PBANKA_1354100
PBANKA_0816500	conserved Plasmodium protein, unknown function	PBANKA-0816500	PBANKA_0816500 - conserved Plasmodium protein, unknown function	PbANKA_08_v3	680408	682471	+	conserved Plasmodium protein, unknown function - PBANKA_0816500
PBANKA_0008801	PIR protein, pseudogene	PBANKA-0008801	PBANKA_0008801 - PIR protein, pseudogene	PbANKA_00_v3_archived_contig_5	11	697	+	PIR protein, pseudogene - PBANKA_0008801
PBANKA_0822700	ribosome production factor 1, putative	PBANKA-0822700	PBANKA_0822700 - ribosome production factor 1, putative	PbANKA_08_v3	887128	888484	-	ribosome production factor 1, putative - PBANKA_0822700
PBANKA_0522600	erythrocyte membrane-associated antigen, putative	PBANKA-0522600	PBANKA_0522600 - erythrocyte membrane-associated antigen, putative	PbANKA_05_v3	834993	843971	-	erythrocyte membrane-associated antigen, putative - PBANKA_0522600
PBANKA_0917700	methyltransferase, putative	PBANKA-0917700	PBANKA_0917700 - methyltransferase, putative	PbANKA_09_v3	664052	666922	-	methyltransferase, putative - PBANKA_0917700
PBANKA_1129900	conserved Plasmodium protein, unknown function	PBANKA-1129900	PBANKA_1129900 - conserved Plasmodium protein, unknown function	PbANKA_11_v3	1133893	1139471	-	conserved Plasmodium protein, unknown function - PBANKA_1129900
PBANKA_0524841	reticulocyte binding protein, putative, pseudogene	PBANKA-0524841	PBANKA_0524841 - reticulocyte binding protein, putative, pseudogene	PbANKA_05_v3	922083	930418	-	reticulocyte binding protein, putative, pseudogene - PBANKA_0524841
PBANKA_0110600	transmembrane protein 234, putative	PBANKA-0110600	PBANKA_0110600 - transmembrane protein 234, putative	PbANKA_01_v3	425950	426303	+	transmembrane protein 234, putative - PBANKA_0110600
PBANKA_0711400	perforin-like protein 4	PBANKA-0711400	PBANKA_0711400 - perforin-like protein 4	PbANKA_07_v3	437704	439752	-	perforin-like protein 4 - PBANKA_0711400
PBANKA_0834600	tubulin delta chain, putative	PBANKA-0834600	PBANKA_0834600 - tubulin delta chain, putative	PbANKA_08_v3	1291005	1293125	+	tubulin delta chain, putative - PBANKA_0834600
PBANKA_0514600	tRNA N6-adenosine threonylcarbamoyltransferase, putative	PBANKA-0514600	PBANKA_0514600 - tRNA N6-adenosine threonylcarbamoyltransferase, putative	PbANKA_05_v3	554171	555913	-	tRNA N6-adenosine threonylcarbamoyltransferase, putative - PBANKA_0514600
PBANKA_0920000	multiprotein-bridging factor 1, putative	PBANKA-0920000	PBANKA_0920000 - multiprotein-bridging factor 1, putative	PbANKA_09_v3	742494	742904	-	multiprotein-bridging factor 1, putative - PBANKA_0920000
PBANKA_0212800	alpha/beta hydrolase, putative	PBANKA-0212800	PBANKA_0212800 - alpha/beta hydrolase, putative	PbANKA_02_v3	476469	478970	-	alpha/beta hydrolase, putative - PBANKA_0212800
PBANKA_1207800	metalloprotease, putative	PBANKA-1207800	PBANKA_1207800 - metalloprotease, putative	PbANKA_12_v3	306075	307325	-	metalloprotease, putative - PBANKA_1207800
PBANKA_1200300	PIR protein	PBANKA-1200300	PBANKA_1200300 - PIR protein	PbANKA_12_v3	36678	37972	-	PIR protein - PBANKA_1200300
PBANKA_0934500	protein tyrosine phosphatase	PBANKA-0934500	PBANKA_0934500 - protein tyrosine phosphatase	PbANKA_09_v3	1248156	1248821	+	protein tyrosine phosphatase - PBANKA_0934500
PBANKA_0100500	PIR protein	PBANKA-0100500	PBANKA_0100500 - PIR protein	PbANKA_01_v3	40052	41483	-	PIR protein - PBANKA_0100500
